2025-09-15 23:59:06 | INFO | Updated author counts: {'Alice': 21, 'Eve': 11, 'Bob': 14, 'Charlie': 21}
2025-09-15 23:59:07 | INFO | Chart updated successfully for message: {"message": "I just found a trick! It was boring.", "author": "Alice"}

2025-09-15 23:59:09 | INFO | Consumer interrupted by user.
2025-09-15 23:59:12 | INFO | Consumer closed.
2025-09-15 23:59:48 | INFO | Logging to file: logs/project_log.log
2025-09-15 23:59:48 | INFO | Log sanitization enabled, personal info removed
2025-09-15 23:59:48 | INFO | Project root: C:/Users/USER/Downloads/44-671 Streaming Data/Week-4/buzzline-04-karto
2025-09-15 23:59:48 | INFO | Data folder: C:/Users/USER/Downloads/44-671 Streaming Data/Week-4/buzzline-04-karto/data
2025-09-15 23:59:48 | INFO | Data file: C:/Users/USER/Downloads/44-671 Streaming Data/Week-4/buzzline-04-karto/data/buzz.json
2025-09-15 23:59:48 | INFO | START producer.
2025-09-15 23:59:48 | INFO | Kafka broker address: localhost:9092
2025-09-15 23:59:48 | INFO | Kafka is ready. Brokers: {'throttle_time_ms': 0, 'brokers': [{'node_id': 1, 'host': 'localhost', 'port': 9092, 'rack': None}], 'cluster_id': 'H-U7m6AXSB2vOsSdB0XYlQ', 'controller_id': 1}
2025-09-15 23:59:48 | INFO | Kafka topic: buzzline_json
2025-09-15 23:59:48 | INFO | Message interval: 3 seconds
2025-09-15 23:59:48 | INFO | Kafka broker address: localhost:9092
2025-09-15 23:59:48 | INFO | Connecting to Kafka broker at localhost:9092...
2025-09-15 23:59:48 | INFO | Kafka producer successfully created.
2025-09-15 23:59:48 | INFO | Kafka broker address: localhost:9092
2025-09-15 23:59:49 | INFO | Topic 'buzzline_json' created successfully.
2025-09-15 23:59:49 | INFO | Kafka topic 'buzzline_json' is ready.
2025-09-15 23:59:49 | INFO | Starting message production to topic 'buzzline_json'...
2025-09-15 23:59:49 | INFO | Opening data file in read mode: C:/Users/USER/Downloads/44-671 Streaming Data/Week-4/buzzline-04-karto/data/buzz.json
2025-09-15 23:59:49 | INFO | Reading data from file: C:/Users/USER/Downloads/44-671 Streaming Data/Week-4/buzzline-04-karto/data/buzz.json
2025-09-15 23:59:49 | INFO | Sent message to topic 'buzzline_json': {'message': 'Data engineering is my passion.', 'author': 'Eve'}
2025-09-15 23:59:52 | INFO | Sent message to topic 'buzzline_json': {'message': 'Distributed systems are fascinating.', 'author': 'Alice'}
2025-09-15 23:59:55 | INFO | Sent message to topic 'buzzline_json': {'message': 'Have a great day!', 'author': 'Charlie'}
2025-09-15 23:59:57 | INFO | Logging to file: logs/project_log.log
2025-09-15 23:59:57 | INFO | Log sanitization enabled, personal info removed
2025-09-15 23:59:58 | INFO | START consumer.
2025-09-15 23:59:58 | INFO | Kafka topic: buzzline_json
2025-09-15 23:59:58 | INFO | Kafka consumer group id: buzz_group
2025-09-15 23:59:58 | INFO | Consumer: Topic 'buzzline_json' and group 'buzz_group'...
2025-09-15 23:59:58 | INFO | Kafka broker address: localhost:9092
2025-09-15 23:59:58 | INFO | Creating Kafka consumer. Topic='buzzline_json' and group ID='buzz_group'.
2025-09-15 23:59:58 | INFO | Kafka consumer created successfully.
2025-09-15 23:59:58 | INFO | Polling messages from topic 'buzzline_json'...
2025-09-15 23:59:58 | INFO | Sent message to topic 'buzzline_json': {'message': 'Data engineering is my passion.', 'author': 'Alice'}
2025-09-16 00:00:01 | INFO | Sent message to topic 'buzzline_json': {'message': 'Distributed systems are fascinating.', 'author': 'Diana'}
2025-09-16 00:00:02 | INFO | Processed JSON message: {'message': 'Data engineering is my passion.', 'author': 'Eve'}
